no,p1.atr_window,p1.atr_multiply,p1.ma_window,p1.short_term,p2.strategy,p2.begin_hour,p2.begin_minute,p2.hours,p2.sl.method,p2.sl.value,p2.target_profit,p2.trail_stop,p2.volume,p2.position_max,p2.timelimit,trade_num,profit,win_rate
679,48,0.5642406821988536,69,30,PPP,0,0,0,1,50,50,250,0.1,10,0,1144,1305.0,0.3374125874125874
680,82,1.9924745834555861,77,48,PPP,0,0,0,1,250,350,150,0.1,10,0,433,-8924.0,0.4341801385681293
681,61,2.263006809519299,97,28,PPP,0,0,0,1,400,350,100,0.1,10,0,439,-2596.0,0.4783599088838269
682,70,1.0511205182500936,75,45,PPP,0,0,0,1,300,500,50,0.1,10,0,699,4080.0,0.542203147353362
683,76,1.2090372865298928,63,19,PPP,0,0,0,1,150,500,150,0.1,10,0,916,8027.0,0.4672489082969432
684,47,2.2021183214869238,63,19,PPP,0,0,0,1,300,200,200,0.1,10,0,465,885.0,0.4924731182795699
685,51,1.0130297314507413,55,37,PPP,0,0,0,1,400,350,50,0.1,10,0,792,4755.0,0.5404040404040404
686,43,3.4877186355735743,38,8,PPP,0,0,0,1,150,100,100,0.1,10,0,192,-1338.0,0.3125
687,74,0.6777157520818733,15,12,PPP,0,0,0,1,350,500,200,0.1,10,0,1666,-3819.0,0.5126050420168067
688,56,2.648124415810541,38,36,PPP,0,0,0,1,250,400,100,0.1,10,0,342,-751.0,0.43859649122807015
689,97,3.3055439255600136,30,13,PPP,0,0,0,1,50,150,150,0.1,10,0,228,2724.0,0.20614035087719298
690,48,0.715892027012029,72,34,PPP,0,0,0,1,350,150,50,0.1,10,0,966,1179.0,0.5320910973084886
691,47,1.0408601971765912,95,33,PPP,0,0,0,1,300,350,150,0.1,10,0,812,7042.0,0.5295566502463054
692,66,1.918777047459167,43,11,PPP,0,0,0,1,200,450,250,0.1,10,0,527,740.0,0.4117647058823529
693,38,1.6010979327298567,34,27,PPP,0,0,0,1,350,350,150,0.1,10,0,644,325.0,0.5124223602484472
694,33,1.7781973366814543,90,50,PPP,0,0,0,1,50,300,50,0.1,10,0,487,97.0,0.25256673511293637
695,67,1.8807455836814586,47,9,PPP,0,0,0,1,50,50,150,0.1,10,0,529,2968.0,0.277882797731569
696,42,2.2883735178286626,25,29,PPP,0,0,0,1,250,300,200,0.1,10,0,435,-10238.0,0.4114942528735632
697,61,3.1963824906801266,20,45,PPP,0,0,0,1,400,100,50,0.1,10,0,256,-4847.0,0.4296875
698,52,0.7983893359836018,27,38,PPP,0,0,0,1,50,50,250,0.1,10,0,854,801.0,0.32435597189695553
699,48,0.7429769217500208,94,45,PPP,0,0,0,1,150,500,50,0.1,10,0,814,3486.0,0.4557739557739558
700,69,2.6949704888226336,66,16,PPP,0,0,0,1,400,150,50,0.1,10,0,318,63.0,0.4716981132075472
701,85,2.961103492291072,35,19,PPP,0,0,0,1,350,350,100,0.1,10,0,286,-1466.0,0.45454545454545453
702,46,1.2021442695488669,53,45,PPP,0,0,0,1,250,450,150,0.1,10,0,639,-3527.0,0.49139280125195617
703,21,0.5907630101351086,24,21,PPP,0,0,0,1,100,400,150,0.1,10,0,1412,3106.0,0.4412181303116147
704,88,2.84745709863247,92,13,PPP,0,0,0,1,200,400,200,0.1,10,0,282,3542.0,0.34397163120567376
705,87,0.6141446456657048,19,27,PPP,0,0,0,1,250,50,150,0.1,10,0,1166,5884.0,0.5214408233276158
706,31,0.7977722494712532,51,49,PPP,0,0,0,1,250,100,250,0.1,10,0,760,3464.0,0.5052631578947369
707,22,0.5107384734299091,41,47,PPP,0,0,0,1,300,500,200,0.1,10,0,908,9137.0,0.5638766519823789
708,22,3.395444160839295,43,32,PPP,0,0,0,1,400,150,250,0.1,10,0,254,2966.0,0.5078740157480315
