no,p1.atr_window,p1.atr_multiply,p1.ma_window,p1.short_term,p2.strategy,p2.begin_hour,p2.begin_minute,p2.hours,p2.sl.method,p2.sl.value,p2.target_profit,p2.trail_stop,p2.volume,p2.position_max,p2.timelimit,trade_num,profit,win_rate,drawdown,t_drawdown
524,28,2.379633365659947,59,37,supertrend,0,0,0,1,150,50,200,0.1,10,0,3961,-12353.0,0.46705377429941936,-14111.7,449 days 22:45:00
525,35,1.3256852597784685,17,38,supertrend,0,0,0,1,300,50,50,0.1,10,0,6531,-7723.0,0.5120195988363191,-11009.9,397 days 07:15:00
526,58,1.860843513545141,92,34,supertrend,0,0,0,1,200,50,50,0.1,10,0,5121,-5170.0,0.4961921499707089,-11891.7,696 days 03:45:00
527,66,2.9653220977534356,56,41,supertrend,0,0,0,1,400,300,150,0.1,10,0,2951,-8043.0,0.505252456794307,-19799.6,351 days 13:30:00
528,38,2.524061771438903,38,15,supertrend,0,0,0,1,200,250,250,0.1,10,0,3518,6078.0,0.43661171119954517,-7341.8,1445 days 08:00:00
529,71,1.868772042079707,58,17,supertrend,0,0,0,1,300,250,100,0.1,10,0,5711,-14311.0,0.48327788478375067,-19852.9,568 days 20:30:00
530,20,1.1916991410750408,55,16,supertrend,0,0,0,1,250,250,100,0.1,10,0,9814,28881.0,0.5189525168127165,-1894.2,560 days 11:15:00
531,35,2.370558666878077,50,12,supertrend,0,0,0,1,400,200,200,0.1,10,0,3748,3672.0,0.4551760939167556,-6520.1,1050 days 03:45:00
532,21,0.5151126093944935,50,43,supertrend,0,0,0,1,150,300,250,0.1,10,0,9439,-6008.0,0.5226189214959212,-12891.6,623 days 09:00:00
533,41,2.474364863823871,68,48,supertrend,0,0,0,1,250,400,200,0.1,10,0,3501,-8198.0,0.5101399600114253,-17272.2,1296 days 21:15:00
534,73,1.9101693263723312,12,6,supertrend,0,0,0,1,500,200,150,0.1,10,0,4648,-7790.0,0.4018932874354561,-7986.9,385 days 01:30:00
535,89,2.21203038703679,28,17,supertrend,0,0,0,1,200,300,50,0.1,10,0,4472,2734.0,0.45773703041144903,-4541.3,622 days 06:00:00
536,14,1.114941336311741,93,44,supertrend,0,0,0,1,100,100,250,0.1,10,0,6777,-10905.0,0.45757709901136195,-16883.3,471 days 02:15:00
537,78,2.923787443653306,19,24,supertrend,0,0,0,1,450,100,250,0.1,10,0,2985,-13145.0,0.49514237855946397,-15931.0,755 days 07:15:00
538,97,0.6428708396911617,59,31,supertrend,0,0,0,1,250,500,50,0.1,10,0,10423,-17277.0,0.5344910294540919,-22374.3,324 days 11:30:00
539,96,1.1152660908209309,36,9,supertrend,0,0,0,1,200,150,100,0.1,10,0,10638,12781.0,0.47828539199097575,-1767.1,729 days 19:45:00
540,14,1.331750002627699,94,34,supertrend,0,0,0,1,150,500,150,0.1,10,0,7045,-6859.0,0.48942512420156137,-16605.7,1403 days 14:00:00
541,43,3.4338978934699282,26,45,supertrend,0,0,0,1,150,350,200,0.1,10,0,2440,-23190.0,0.3901639344262295,-24183.8,306 days 22:00:00
542,92,2.5894334990120056,80,4,supertrend,0,0,0,1,100,300,50,0.1,10,0,2978,2881.0,0.30087306917394224,-3602.5,713 days 08:15:00
543,33,1.6805195745239554,89,46,supertrend,0,0,0,1,150,400,200,0.1,10,0,5101,-18669.0,0.4638306214467751,-20433.5,1024 days 08:00:00
544,37,3.2702073968122662,26,35,supertrend,0,0,0,1,500,500,200,0.1,10,0,2634,-4126.0,0.49506454062262717,-7030.8,840 days 09:30:00
545,75,2.524111604195496,20,37,supertrend,0,0,0,1,300,500,150,0.1,10,0,3591,-2908.0,0.5148983570036202,-7749.8,482 days 13:45:00
546,26,2.3329596645390103,97,32,supertrend,0,0,0,1,150,250,50,0.1,10,0,4193,-9646.0,0.4414500357739089,-12064.8,631 days 13:30:00
547,12,3.086557408492535,33,35,supertrend,0,0,0,1,350,50,250,0.1,10,0,3003,-13823.0,0.4885114885114885,-14865.9,357 days 16:45:00
548,34,0.7360814698141216,83,21,supertrend,0,0,0,1,500,300,200,0.1,10,0,12323,-13178.0,0.5305526251724417,-17577.6,301 days 10:15:00
549,100,0.9048347821338142,65,7,supertrend,0,0,0,1,250,200,200,0.1,10,0,13328,-12142.0,0.4655612244897959,-12499.4,929 days 00:15:00
550,14,1.1078183585907544,64,20,supertrend,0,0,0,1,200,150,250,0.1,10,0,9965,-8486.0,0.5195183140993477,-14968.8,747 days 14:00:00
551,67,1.2723515202621085,63,47,supertrend,0,0,0,1,100,100,250,0.1,10,0,5919,-6150.0,0.448893394154418,-7635.3,692 days 19:45:00
552,41,3.0573993093956293,38,21,supertrend,0,0,0,1,400,100,250,0.1,10,0,2714,-6713.0,0.49078850405305824,-9793.4,522 days 02:00:00
553,94,0.8732371042201172,56,32,supertrend,0,0,0,1,350,450,250,0.1,10,0,8964,-9967.0,0.5287817938420348,-18445.1,688 days 14:30:00
554,57,2.356687647139399,57,29,supertrend,0,0,0,1,100,50,200,0.1,10,0,4058,-7680.0,0.4287826515524889,-11007.6,554 days 15:45:00
555,73,3.1560604241131047,20,25,supertrend,0,0,0,1,350,200,150,0.1,10,0,2680,-7982.0,0.47574626865671643,-12385.2,475 days 09:15:00
556,15,3.288447762782945,78,21,supertrend,0,0,0,1,150,450,250,0.1,10,0,2349,-5519.0,0.3661132396764581,-11682.1,776 days 08:30:00
557,75,1.110959242618758,76,25,supertrend,0,0,0,1,400,200,100,0.1,10,0,8781,-13746.0,0.5255665641726455,-19799.7,342 days 21:45:00
558,33,0.90029742538508,100,28,supertrend,0,0,0,1,500,300,100,0.1,10,0,9585,-18438.0,0.5346896191966615,-22557.4,345 days 12:15:00
559,82,0.7068119240229596,57,18,supertrend,0,0,0,1,300,400,100,0.1,10,0,13483,-11611.0,0.5242898464733368,-15523.5,743 days 03:45:00
560,37,0.6931310126847849,42,15,supertrend,0,0,0,1,150,50,200,0.1,10,0,14985,-4556.0,0.5081081081081081,-10197.6,873 days 19:15:00
561,48,2.5086601679307106,46,19,supertrend,0,0,0,1,300,350,250,0.1,10,0,3760,5852.0,0.4800531914893617,-4826.5,1382 days 12:30:00
562,87,0.752902091609627,30,50,supertrend,0,0,0,1,200,500,50,0.1,10,0,7323,-13859.0,0.5234193636487778,-17192.7,777 days 08:00:00
563,51,2.3745824284962254,25,21,supertrend,0,0,0,1,100,300,100,0.1,10,0,4124,14025.0,0.3889427740058196,-983.4,581 days 15:30:00
